club_id,name,pretty_name,domestic_competition,league_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
105,sv-darmstadt-98,Sv Darmstadt 98,L1,L1,12.6,30,24.6,6,20.0,1,Merck-Stadion am Böllenfalltor,17400,+£90Th.,Dirk Schuster,https://www.transfermarkt.co.uk/sv-darmstadt-98/startseite/verein/105
27,fc-bayern-munchen,Fc Bayern Munchen,L1,L1,736.65,26,25.7,14,53.8,17,Allianz Arena,75024,£-38.25m,Pep Guardiola,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
28643,waasland-beveren,Waasland Beveren,BE1,BE1,8.55,25,24.3,12,48.0,1,Freethielstadion,13290,+£1.26m,Stijn Vreven,https://www.transfermarkt.co.uk/waasland-beveren/startseite/verein/28643
86,sv-werder-bremen,Sv Werder Bremen,L1,L1,51.73,27,24.2,8,29.6,3,Wohninvest-Weserstadion,42100,+£28.89m,Viktor Skrypnyk,https://www.transfermarkt.co.uk/sv-werder-bremen/startseite/verein/86
1304,heracles-almelo,Heracles Almelo,NL1,NL1,12.67,30,23.4,21,70.0,3,Erve Asito,12400,£-225Th.,John Stegeman,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
6996,goverla-uzhgorod,Goverla Uzhgorod,UKR1,UKR1,,0,0.0,0,,0,Avangard,10640,+-0,Vyacheslav Groznyi,https://www.transfermarkt.co.uk/goverla-uzhgorod/startseite/verein/6996
4128,amkar-perm,Amkar Perm,RU1,RU1,3.67,27,24.6,0,,0,Zvezda,17000,+-0,Gadzhi Gadzhiev,https://www.transfermarkt.co.uk/amkar-perm/startseite/verein/4128
6994,metalurg-zaporizhya-bis-2016-,Metalurg Zaporizhya Bis 2016,UKR1,UKR1,,0,0.0,0,,0,ZAZ Stadion,15000,+-0,Anatoliy Chantsev,https://www.transfermarkt.co.uk/metalurg-zaporizhya-bis-2016-/startseite/verein/6994
989,afc-bournemouth,Afc Bournemouth,GB1,GB1,103.82,22,24.5,9,40.9,7,Vitality Stadium,11329,+£24.21m,Eddie Howe,https://www.transfermarkt.co.uk/afc-bournemouth/startseite/verein/989
28095,fk-ufa,Fk Ufa,RU1,RU1,14.36,25,26.9,8,32.0,3,BetBoom Arena,15132,+£231Th.,Igor Kolyvanov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
2999,hamilton-academical-fc,Hamilton Academical Fc,SC1,SC1,5.49,28,23.4,4,14.3,1,Fountain of Youth Stadium,6018,+-0,Martin Canning,https://www.transfermarkt.co.uk/hamilton-academical-fc/startseite/verein/2999
7185,panthrakikos-komotini,Panthrakikos Komotini,GR1,GR1,23.0,5,26.3,3,60.0,1,Stadio Komotinis OPAP,5601,+-0,José Manuel Roca,https://www.transfermarkt.co.uk/panthrakikos-komotini/startseite/verein/7185
4795,fc-ingolstadt-04,Fc Ingolstadt 04,L1,L1,8.64,31,24.9,9,29.0,2,Audi Sportpark,15800,+-0,Ralph Hasenhüttl,https://www.transfermarkt.co.uk/fc-ingolstadt-04/startseite/verein/4795
47,iraklis-thessaloniki,Iraklis Thessaloniki,GR1,GR1,1.31,10,25.1,2,20.0,0,Kaftanzoglio Stadio,27770,+-0,Nikolaos Papadopoulos,https://www.transfermarkt.co.uk/iraklis-thessaloniki/startseite/verein/47
2293,konyaspor,Konyaspor,TR1,TR1,20.16,33,26.3,14,42.4,10,Medaş Konya Büyükşehir Stadyumu,42000,£-965Th.,Aykut Kocaman,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
3216,mersin-idmanyurdu,Mersin Idmanyurdu,TR1,TR1,,0,0.0,0,,0,Mersin Stadyumu,25497,+-0,Mesut Bakkal,https://www.transfermarkt.co.uk/mersin-idmanyurdu/startseite/verein/3216
169,panionios-athen,Panionios Athen,GR1,GR1,765.0,29,21.7,3,10.3,0,Stadio Neas Smyrnis,11700,+-0,Marinos Ouzounidis,https://www.transfermarkt.co.uk/panionios-athen/startseite/verein/169
3,1-fc-koln,1 Fc Koln,L1,L1,68.54,30,25.1,12,40.0,5,RheinEnergieStadion,50000,+£19.80m,Peter Stöger,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
8970,frosinone-calcio,Frosinone Calcio,IT1,IT1,13.39,32,25.9,9,28.1,2,Benito Stirpe,16227,+-0,Roberto Stellone,https://www.transfermarkt.co.uk/frosinone-calcio/startseite/verein/8970
126,caykur-rizespor,Caykur Rizespor,TR1,TR1,17.87,30,26.8,13,43.3,5,Çaykur Didi,15332,+-0,Hikmet Karaman,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126
800,atalanta-bergamo,Atalanta Bergamo,IT1,IT1,368.64,33,26.1,20,60.6,17,Gewiss Stadium,22512,£-13.59m,Edoardo Reja,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
6574,us-sassuolo,Us Sassuolo,IT1,IT1,236.52,35,26.7,15,42.9,12,Mapei Stadium - Città del Tricolore,21584,£-2.70m,Eusebio Di Francesco,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
416,fc-turin,Fc Turin,IT1,IT1,135.68,34,25.4,21,61.8,9,Stadio Grande Torino,27994,+£6.12m,Gian Piero Ventura,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
862,chievo-verona,Chievo Verona,IT1,IT1,,0,0.0,0,,0,Marcantonio Bentegodi,31045,+£90Th.,Rolando Maran,https://www.transfermarkt.co.uk/chievo-verona/startseite/verein/862
252,genua-cfc,Genua Cfc,IT1,IT1,70.47,33,26.9,14,42.4,5,Luigi Ferraris,36599,+£13.23m,Gian Piero Gasperini,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
1038,sampdoria-genua,Sampdoria Genua,IT1,IT1,121.82,31,27.2,14,45.2,9,Luigi Ferraris,36348,£-12.60m,Walter Zenga,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
410,udinese-calcio,Udinese Calcio,IT1,IT1,82.13,29,27.9,22,75.9,5,Dacia Arena,25144,+£49.95m,Stefano Colantuono,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
190,fc-kopenhagen,Fc Kopenhagen,DK1,DK1,29.7,24,25.9,14,58.3,10,Parken,38065,£-776Th.,Stale Solbakken,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
276,hellas-verona,Hellas Verona,IT1,IT1,97.07,32,25.9,16,50.0,7,Marcantonio Bentegodi,39211,£-9.90m,Andrea Mandorlini,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
5,ac-mailand,Ac Mailand,IT1,IT1,387.36,25,25.8,17,68.0,14,Giuseppe Meazza,75923,£-49.14m,Sinisa Mihajlovic,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
430,ac-florenz,Ac Florenz,IT1,IT1,219.71,33,25.3,17,51.5,13,Artemio Franchi,47282,£-15.89m,Paulo Sousa,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
12,as-rom,As Rom,IT1,IT1,365.54,42,25.1,28,66.7,20,Olimpico di Roma,73261,£-86.88m,Rudi Garcia,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12
506,juventus-turin,Juventus Turin,IT1,IT1,548.19,26,27.4,16,61.5,19,Allianz Stadium,41507,£-2.70m,Massimiliano Allegri,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
749,fc-empoli,Fc Empoli,IT1,IT1,52.22,31,24.2,9,29.0,3,Carlo Castellani,19847,+£17.28m,Marco Giampaolo,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
5817,sonderjyske,Sonderjyske,DK1,DK1,8.19,24,24.6,9,37.5,3,Sydbank Park,10000,+-0,Jakob Michelsen,https://www.transfermarkt.co.uk/sonderjyske/startseite/verein/5817
2778,fc-nordsjaelland,Fc Nordsjaelland,DK1,DK1,18.77,26,20.6,15,57.7,0,Right to Dream Park,10300,+£15.12m,Ólafur Helgi Kristjánsson,https://www.transfermarkt.co.uk/fc-nordsjaelland/startseite/verein/2778
1063,viborg-ff,Viborg Ff,DK1,DK1,6.62,26,23.8,9,34.6,0,Viborg Stadion,9566,+-0,Johnny Mölby,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
6195,ssc-neapel,Ssc Neapel,IT1,IT1,446.36,29,26.7,20,69.0,16,Stadio Diego Armando Maradona,54726,£-17.10m,Maurizio Sarri,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
46,inter-mailand,Inter Mailand,IT1,IT1,520.92,31,27.9,20,64.5,20,Giuseppe Meazza,75923,+£149.45m,Roberto Mancini,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
5724,randers-fc,Randers Fc,DK1,DK1,8.51,23,25.3,9,39.1,2,Cepheus Park Randers,10300,+£720Th.,Colin Todd,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
678,aarhus-gf,Aarhus Gf,DK1,DK1,14.72,28,25.0,11,39.3,3,Ceres Park,19433,£-1.94m,Morten Wieghorst,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
3426,esbjerg-fb,Esbjerg Fb,DK1,DK1,4.7,29,22.3,16,55.2,4,Blue Water Arena,16942,+-0,Niels Frederiksen,https://www.transfermarkt.co.uk/esbjerg-fb/startseite/verein/3426
865,fc-midtjylland,Fc Midtjylland,DK1,DK1,44.01,38,23.5,17,44.7,11,MCH Arena,11535,+£8.36m,Jess Thorup,https://www.transfermarkt.co.uk/fc-midtjylland/startseite/verein/865
1025,fc-bologna,Fc Bologna,IT1,IT1,148.59,34,25.3,23,67.6,12,Stadio Renato Dall’Ara,36462,£-24.08m,Delio Rossi,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025
206,brondby-if,Brondby If,DK1,DK1,21.2,29,24.3,10,34.5,7,Brøndby Stadion,28000,+£4.44m,Thomas Frank,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
21957,ao-platanias,Ao Platanias,GR1,GR1,225.0,9,25.1,2,22.2,0,Dimotiko Gipedo Perivolia,3700,+-0,Georgios Paraschos,https://www.transfermarkt.co.uk/ao-platanias/startseite/verein/21957
5818,hobro-ik,Hobro Ik,DK1,DK1,3.94,28,23.9,3,10.7,1,DS Arena,7500,+£241Th.,Jonas Dal,https://www.transfermarkt.co.uk/hobro-ik/startseite/verein/5818
128,ao-xanthi,Ao Xanthi,GR1,GR1,5.74,34,25.9,5,14.7,0,Xanthi Arena,7361,+-0,Razvan Lucescu,https://www.transfermarkt.co.uk/ao-xanthi/startseite/verein/128
2079,veria-nps,Veria Nps,GR1,GR1,3.12,22,25.8,0,,0,Dimotiko Stadio Verias,6350,+-0,Georgios Georgiadis,https://www.transfermarkt.co.uk/veria-nps/startseite/verein/2079
2671,pas-giannina,Pas Giannina,GR1,GR1,7.07,28,25.9,12,42.9,3,Stadio Zosimades,7652,£-45Th.,Giannis Petrakis,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
6418,panetolikos-gfs,Panetolikos Gfs,GR1,GR1,7.0,31,26.4,12,38.7,1,Gipedo Panetolikou,5230,+£630Th.,Leonel Pontes,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
398,lazio-rom,Lazio Rom,IT1,IT1,308.66,39,27.2,31,79.5,13,Olimpico di Roma,73261,£-5.13m,Stefano Pioli,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
458,palermo-fc,Palermo Fc,IT1,IT1,5.04,24,26.8,4,16.7,0,"Comunale Renzo Barbera ""La Favorita""",36365,+£1.89m,Giuseppe Iachini,https://www.transfermarkt.co.uk/palermo-fc/startseite/verein/458
2441,aek-athen,Aek Athen,GR1,GR1,32.36,36,25.7,20,55.6,10,Olympiako Stadio Athinon,69618,£-2.22m,Traianos Dellas,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
1091,paok-thessaloniki,Paok Thessaloniki,GR1,GR1,46.22,33,26.4,23,69.7,9,Toumba Stadium,28703,+£16.34m,Igor Tudor,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
28956,ael-kalloni,Ael Kalloni,GR1,GR1,,0,0.0,0,,0,Stadio Mytilinis,4000,+-0,Thalis Theodoridis,https://www.transfermarkt.co.uk/ael-kalloni/startseite/verein/28956
265,panathinaikos-athen,Panathinaikos Athen,GR1,GR1,25.0,40,24.7,15,37.5,5,Apostolos Nikolaidis,16620,+£180Th.,Giannis Anastasiou,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
3205,kayserispor,Kayserispor,TR1,TR1,27.5,34,27.0,21,61.8,6,Büyüksehir Belediyesi Kadir Has,32864,+£3.15m,Tolunay Kafkas,https://www.transfermarkt.co.uk/kayserispor/startseite/verein/3205
6676,asteras-tripolis,Asteras Tripolis,GR1,GR1,8.06,31,25.2,20,64.5,0,Gipedo Theodoros Kolokotronis,7423,+£990Th.,Staikos Vergetis,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
524,gaziantepspor,Gaziantepspor,TR1,TR1,,0,0.0,0,,0,Gaziantep Stadyumu,33502,+-0,Mutlu Topcu,https://www.transfermarkt.co.uk/gaziantepspor/startseite/verein/524
2381,sivasspor,Sivasspor,TR1,TR1,24.21,28,29.1,13,46.4,3,Yeni 4 Eylül Stadı,27532,£-900Th.,Sergen Yalcin,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
173,odense-boldklub,Odense Boldklub,DK1,DK1,10.17,26,25.0,8,30.8,5,Nature Energy Park,15790,+-0,Kent Nielsen,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
19771,akhisarspor,Akhisarspor,TR1,TR1,1.62,34,23.4,8,23.5,0,Spor Toto Akhisar Stadyumu,12139,+-0,Cihat Arslan,https://www.transfermarkt.co.uk/akhisarspor/startseite/verein/19771
1053,aalborg-bk,Aalborg Bk,DK1,DK1,12.42,24,24.9,9,37.5,6,Aalborg Portland Park,13800,£-450Th.,Lars Söndergaard,https://www.transfermarkt.co.uk/aalborg-bk/startseite/verein/1053
6890,istanbul-basaksehir-fk,Istanbul Basaksehir Fk,TR1,TR1,48.76,34,27.1,14,41.2,12,Başakşehir Fatih Terim Stadium,17156,+£720Th.,Abdullah Avci,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
4102,carpi-fc-1909,Carpi Fc 1909,IT1,IT1,,0,0.0,0,,0,Sandro Cabassi,5510,+£540Th.,Fabrizio Castori,https://www.transfermarkt.co.uk/carpi-fc-1909/startseite/verein/4102
683,olympiakos-piraus,Olympiakos Piraus,GR1,GR1,101.95,51,24.4,29,56.9,19,Stadio Georgios Karaiskakis,32115,+£3.31m,Marco Silva,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
2672,apo-levadiakos,Apo Levadiakos,GR1,GR1,4.46,25,25.9,11,44.0,1,Stadio Livadias,5915,+-0,Apostolos Mantzios,https://www.transfermarkt.co.uk/apo-levadiakos/startseite/verein/2672
20,bursaspor,Bursaspor,TR1,TR1,13.23,37,23.8,8,21.6,2,Bitci Timsah Park,43331,+£855Th.,Ertugrul Saglam,https://www.transfermarkt.co.uk/bursaspor/startseite/verein/20
449,trabzonspor,Trabzonspor,TR1,TR1,81.23,29,26.2,12,41.4,9,Şenol Güneş Spor Kompleksi,40782,£-3.89m,Ersun Yanal,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
3060,atromitos-athen,Atromitos Athen,GR1,GR1,10.44,28,26.0,11,39.3,2,Stadio Peristeriou,9050,+-0,Michalis Grigoriou,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
36,fenerbahce-istanbul,Fenerbahce Istanbul,TR1,TR1,101.9,40,26.4,22,55.0,15,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47834,£-4.10m,Vítor Pereira,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
114,besiktas-istanbul,Besiktas Istanbul,TR1,TR1,82.31,32,27.1,16,50.0,10,Vodafone Park,41188,£-4.01m,Senol Günes,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
589,antalyaspor,Antalyaspor,TR1,TR1,26.26,32,25.8,13,40.6,4,Antalya Stadyumu,32537,+£437Th.,Yusuf Simsek,https://www.transfermarkt.co.uk/antalyaspor/startseite/verein/589
2451,inverness-caledonian-thistle-fc,Inverness Caledonian Thistle Fc,SC1,SC1,4.64,21,26.1,5,23.8,0,Tulloch Caledonian Stadium,7750,+£209Th.,John Hughes,https://www.transfermarkt.co.uk/inverness-caledonian-thistle-fc/startseite/verein/2451
2759,ross-county-fc,Ross County Fc,SC1,SC1,5.02,24,24.0,13,54.2,2,Global Energy Stadium,6541,+-0,Jim McIntyre,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759
987,motherwell-fc,Motherwell Fc,SC1,SC1,6.98,26,25.8,12,46.2,2,Fir Park,13750,+-0,Stephen Craigan,https://www.transfermarkt.co.uk/motherwell-fc/startseite/verein/987
2553,kilmarnock-fc,Kilmarnock Fc,SC1,SC1,4.82,22,26.9,9,40.9,0,"BBSP Stadium, Rugby Park",18128,+-0,Gary Locke,https://www.transfermarkt.co.uk/kilmarnock-fc/startseite/verein/2553
43,heart-of-midlothian-fc,Heart Of Midlothian Fc,SC1,SC1,8.1,23,26.3,10,43.5,4,Tynecastle Park,20099,+-0,Robbie Neilson,https://www.transfermarkt.co.uk/heart-of-midlothian-fc/startseite/verein/43
820,genclerbirligi-ankara,Genclerbirligi Ankara,TR1,TR1,7.49,35,24.5,8,22.9,0,Eryaman Stadyumu,20560,+-0,Stuart Baxter,https://www.transfermarkt.co.uk/genclerbirligi-ankara/startseite/verein/820
10484,kasimpasa,Kasimpasa,TR1,TR1,22.86,34,25.3,16,47.1,3,Recep Tayyip Erdogan Stadyumu,13856,+-0,Riza Calimbay,https://www.transfermarkt.co.uk/kasimpasa/startseite/verein/10484
511,dundee-fc,Dundee Fc,SC1,SC1,5.42,23,26.9,8,34.8,0,Kilmac Stadium at Dens Park,11850,+-0,Paul Hartley,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511
371,celtic-glasgow,Celtic Glasgow,SC1,SC1,72.41,34,24.5,19,55.9,15,Celtic Park,60832,+£2.36m,Ronny Deila,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
472,ud-las-palmas,Ud Las Palmas,ES1,ES1,12.92,24,26.3,5,20.8,3,Estadio de Gran Canaria,32392,+£1.30m,Paco Herrera,https://www.transfermarkt.co.uk/ud-las-palmas/startseite/verein/472
370,aberdeen-fc,Aberdeen Fc,SC1,SC1,11.07,24,26.9,12,50.0,6,Pittodrie Stadium,22199,£-205Th.,Derek McInnes,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
141,galatasaray-istanbul,Galatasaray Istanbul,TR1,TR1,88.58,35,26.8,16,45.7,18,Ali Sami Yen Spor Kompleksi Türk Telekom Stadyumu,52223,£-18.00m,Hamza Hamzaoglu,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
897,deportivo-la-coruna,Deportivo La Coruna,ES1,ES1,10.44,26,27.7,6,23.1,1,Riazor,32912,+£1.53m,Víctor Sánchez,https://www.transfermarkt.co.uk/deportivo-la-coruna/startseite/verein/897
825,eskisehirspor,Eskisehirspor,TR1,TR1,1.55,23,23.2,2,8.7,0,Eskişehir Yeni Stadyum,34930,+£15Th.,Ilhan Mayakan,https://www.transfermarkt.co.uk/eskisehirspor/startseite/verein/825
2944,ankaraspor,Ankaraspor,TR1,TR1,3.89,37,24.6,5,13.5,0,Osmanlı Stadı,19626,+-0,Ugur Tütüneker,https://www.transfermarkt.co.uk/ankaraspor/startseite/verein/2944
3709,fc-getafe,Fc Getafe,ES1,ES1,141.57,26,26.9,11,42.3,9,Coliseum Alfonso Pérez,16800,£-2.70m,Fran Escribá,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
940,celta-vigo,Celta Vigo,ES1,ES1,121.5,20,27.4,8,40.0,5,Balaídos,29000,£-5.58m,Eduardo Berizzo,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
3368,ud-levante,Ud Levante,ES1,ES1,99.63,27,28.6,7,25.9,4,Ciutat de València,25354,£-1.13m,Lucas Alcaraz,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
1533,sd-eibar,Sd Eibar,ES1,ES1,22.05,24,28.4,5,20.8,0,Ipurua,8164,£-2.79m,José Luis Mendilibar,https://www.transfermarkt.co.uk/sd-eibar/startseite/verein/1533
16795,fc-granada,Fc Granada,ES1,ES1,70.92,24,28.0,11,45.8,5,Nuevo Los Cármenes,19336,£-3.60m,José Ramón Sandoval,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
1084,fc-malaga,Fc Malaga,ES1,ES1,18.63,28,25.3,7,25.0,1,La Rosaleda,30044,+-0,Javi Gracia,https://www.transfermarkt.co.uk/fc-malaga/startseite/verein/1084
1050,fc-villarreal,Fc Villarreal,ES1,ES1,275.58,29,27.1,10,34.5,10,La Cerámica,23500,£-41.63m,Marcelino,https://www.transfermarkt.co.uk/fc-villarreal/startseite/verein/1050
681,real-sociedad-san-sebastian,Real Sociedad San Sebastian,ES1,ES1,343.53,27,26.1,6,22.2,6,Reale Arena,39500,£-450Th.,David Moyes,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
2578,st-johnstone-fc,St Johnstone Fc,SC1,SC1,8.26,23,26.3,6,26.1,2,McDiarmid Park,10696,+-0,Tommy Wright,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578
368,fc-sevilla,Fc Sevilla,ES1,ES1,382.41,28,27.9,20,71.4,16,Ramón Sánchez Pizjuan,43883,+£10.80m,Unai Emery,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
1049,fc-valencia,Fc Valencia,ES1,ES1,217.26,25,25.4,15,60.0,12,Mestalla,48600,£-180Th.,Nuno Espírito Santo,https://www.transfermarkt.co.uk/fc-valencia/startseite/verein/1049
2448,sporting-gijon,Sporting Gijon,ES1,ES1,18.81,24,25.3,6,25.0,3,El Molinón - Enrique Castro Quini,30000,+-0,Abelardo,https://www.transfermarkt.co.uk/sporting-gijon/startseite/verein/2448
1519,dundee-united-fc,Dundee United Fc,SC1,SC1,7.85,26,25.1,9,34.6,1,Tannadice Park,14223,+£1.06m,Jackie McNamara,https://www.transfermarkt.co.uk/dundee-united-fc/startseite/verein/1519
418,real-madrid,Real Madrid,ES1,ES1,700.65,26,27.6,18,69.2,18,Estadio Alfredo Di Stéfano,9000,+£38.70m,Rafael Benítez,https://www.transfermarkt.co.uk/real-madrid/startseite/verein/418
18303,fk-oleksandriya,Fk Oleksandriya,UKR1,UKR1,6.95,26,24.6,3,11.5,1,KSK Nika,7000,+-0,Volodymyr Sharan,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
6992,chornomorets-odessa,Chornomorets Odessa,UKR1,UKR1,5.51,26,22.8,3,11.5,0,Stadion Chornomorets,34164,+-0,Oleksandr Babych,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
13,atletico-madrid,Atletico Madrid,ES1,ES1,656.46,26,26.9,20,76.9,20,Wanda Metropolitano,68456,£-28.80m,Diego Simeone,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13
16247,pfk-stal-kamyanske,Pfk Stal Kamyanske,UKR1,UKR1,,0,0.0,0,,0,Obolon,5100,+-0,Volodymyr Mazyar,https://www.transfermarkt.co.uk/pfk-stal-kamyanske/startseite/verein/16247
714,espanyol-barcelona,Espanyol Barcelona,ES1,ES1,64.98,25,26.9,5,20.0,5,RCDE Stadium,40500,£-4.95m,Sergio,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
621,athletic-bilbao,Athletic Bilbao,ES1,ES1,182.52,28,26.5,1,3.6,2,San Mamés,53289,+-0,Ernesto Valverde,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
6414,metalist-kharkiv,Metalist Kharkiv,UKR1,UKR1,,0,0.0,0,,0,OSK Metalist,38685,+-0,Oleksandr Sevidov,https://www.transfermarkt.co.uk/metalist-kharkiv/startseite/verein/6414
150,real-betis-sevilla,Real Betis Sevilla,ES1,ES1,166.23,28,28.4,11,39.3,10,Benito Villamarín,59378,+£8.10m,Pepe Mel,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
4482,volyn-lutsk,Volyn Lutsk,UKR1,UKR1,788.0,22,21.2,0,,0,Stadion Avangard,12080,+-0,Vitaliy Kvartsyanyi,https://www.transfermarkt.co.uk/volyn-lutsk/startseite/verein/4482
131,fc-barcelona,Fc Barcelona,ES1,ES1,694.53,29,26.0,17,58.6,23,Camp Nou,99354,+£17.55m,Luis Enrique,https://www.transfermarkt.co.uk/fc-barcelona/startseite/verein/131
338,dynamo-kiew,Dynamo Kiew,UKR1,UKR1,121.59,34,25.5,9,26.5,19,NSK Olimpisky,70050,£-1.69m,Sergiy Rebrov,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
2760,partick-thistle-fc,Partick Thistle Fc,SC1,SC1,3.17,18,26.2,2,11.1,0,The Energy Check Stadium at Firhill,10102,+-0,Alan Archibald,https://www.transfermarkt.co.uk/partick-thistle-fc/startseite/verein/2760
339,dnipro-dnipropetrovsk,Dnipro Dnipropetrovsk,UKR1,UKR1,,0,0.0,0,,0,Meteor,24381,+-0,Myron Markevych,https://www.transfermarkt.co.uk/dnipro-dnipropetrovsk/startseite/verein/339
1420,sco-angers,Sco Angers,FR1,FR1,62.51,31,26.0,13,41.9,5,Stade Raymond Kopa,16381,+£9.99m,Stéphane Moulin,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
595,sc-bastia,Sc Bastia,FR1,FR1,6.98,25,27.9,4,16.0,2,Stade Armand-Cesari,16480,+-0,Ghislain Printant,https://www.transfermarkt.co.uk/sc-bastia/startseite/verein/595
1095,es-troyes-ac,Es Troyes Ac,FR1,FR1,36.99,30,25.7,17,56.7,5,Stade de l'Aube,21877,£-15.39m,Jean-Marc Furlan,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
660,shakhtar-donetsk,Shakhtar Donetsk,UKR1,UKR1,160.11,32,25.7,13,40.6,15,NSK Olimpisky,70050,£-36.63m,Mircea Lucescu,https://www.transfermarkt.co.uk/shakhtar-donetsk/startseite/verein/660
855,ea-guingamp,Ea Guingamp,FR1,FR1,14.49,27,24.3,9,33.3,4,Stade du Roudourou,18120,£-45Th.,Jocelyn Gourvennec,https://www.transfermarkt.co.uk/ea-guingamp/startseite/verein/855
3558,gfc-ajaccio,Gfc Ajaccio,FR1,FR1,450.0,9,26.6,0,,0,Stade Ange-Casanova,4050,+-0,Thierry Laurey,https://www.transfermarkt.co.uk/gfc-ajaccio/startseite/verein/3558
415,fc-toulouse,Fc Toulouse,FR1,FR1,29.75,28,23.1,14,50.0,4,Stadium Municipal,33150,+£1.14m,Dominique Arribagé,https://www.transfermarkt.co.uk/fc-toulouse/startseite/verein/415
1421,stade-reims,Stade Reims,FR1,FR1,84.58,30,24.3,19,63.3,9,Stade Auguste-Delaune,21684,+£10.80m,Olivier Guégan,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
995,fc-nantes,Fc Nantes,FR1,FR1,79.16,31,26.2,14,45.2,7,Stade de la Beaujoire,37463,+£4.14m,Michel Der Zakarian,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
